gvkey,datadate,iid,tic,cusip,conm,tpci,cik
002566,31/1/05,04,CPTD,126160407,CPT HOLDING CORP,0,0000025360
002573,31/1/05,01,CSPI,126389105,CSP INC,0,0000356037
002574,31/1/05,01,CSX,126408103,CSX CORP,0,0000277948
002577,31/1/05,01,CTS,126501105,CTS CORP,0,0000026058
002581,31/1/05,01,CVV,126601103,CVD EQUIPMENT CORP,0,0000766792
002586,31/1/05,01,MYFT,628513103,CABLE ADVERTISING SYSTEMS,0,0000739512
002589,31/1/05,01,HTRN,42222L107,HEALTHTRONICS INC,0,0001018871
002593,31/1/05,01,CBT,127055101,CABOT CORP,0,0000016040
002595,31/1/05,01,CACH,127150308,CACHE INC,0,0000350199
002596,31/1/05,01,CACI,127190304,CACI INTL INC  -CL A,0,0000016058
002597,31/1/05,90,CDSCY,12721E102,CADBURY PLC,F,0000744473
002602,31/1/05,01,CDMS,127587103,CADMUS COMMUNICATIONS CORP,0,0000745274
002606,31/1/05,01,CAGAQ,127703106,CAGLE'S INC  -CL A,0,0000016104
002615,31/1/05,01,CAMPQ,128126208,CALAMP CORP,0,0000730255
002618,31/1/05,01,CAEN,130199102,CALIFORNIA ENGELS MINING CO,0,0000016317
002620,31/1/05,01,UB,908906100,MUFG AMERICAS HOLDINGS CORP,0,0001011659
002625,31/1/05,01,ADAP.1,00650M104,ADAPTIVE BROADBAND CORP.,0,0000016357
002628,31/1/05,01,CWT,130788102,CALIFORNIA WATER SERVICE GP,0,0001035201
002636,31/1/05,01,CLPO,131352106,CALPROP CORP,0,0000016496
002644,31/1/05,01,CBEX,132008103,CAMBEX CORP,0,0000016590
002645,31/1/05,01,CAMS,132133109,CAMBRIAN SYSTEMS INC,0,0001063180
002662,31/1/05,01,CBLRF,134422609,CAMPBELL RESOURCES INC,0,0000718053
002663,31/1/05,01,CPB,134429109,CAMPBELL'S CO (THE),0,0000016732
002665,31/1/05,01,9887B,67081F206,O & Y PROPERTIES CORP,0,0000016754
002669,31/1/05,01C,LCI.PE,505854109,LAFARGE CDA INC  -EX PREF,G,
002675,31/1/05,01C,MFI.,564905107,MAPLE LEAF FOODS INC,0,0002073938
002677,31/1/05,01,CSPLF,135231108,CANADA SOUTHERN PETROLEUM,0,0000016804
002696,31/1/05,01,CNI,136375102,CANADIAN NATIONAL RAILWAY CO,0,0000016868
002697,31/1/05,01,NXY,65334H102,NEXEN INC,0,0000016873
002698,31/1/05,01,CP,13646K108,CANADIAN PAC KANSAS CITY LTD,0,0000016875
002703,31/1/05,01C,CTC.A,136681202,CANADIAN TIRE CORP  -CL A,0,
002710,31/1/05,01,STZ.B,21036P207,CONSTELLATION BRANDS,0,0000016918
002715,31/1/05,01,EPRTQ,29666M204,CANDEUB FLEISSIG & ASSOCIATE,0,0001304588
002721,31/1/05,90,CAJPY,138006309,CANON INC,F,0000016988
002731,31/1/05,01,PVN,74406A102,PROVIDIAN FINANCIAL CORP,0,0001035713
002735,31/1/05,01,CPTP,140430109,CAPITAL PROPERTIES INC,0,0000202947
002751,31/1/05,01,CAH,14149Y108,CARDINAL HEALTH INC,0,0000721371
002763,31/1/05,01,CCME.1,141686105,CAREERCOM CORP,0,0000005931
002771,31/1/05,01,CSL,142339100,CARLISLE COS INC,0,0000790051
002777,31/1/05,01,ASWRF,40281L109,GUNGNIR RESOURCES INC,0,0001686954
002783,31/1/05,01,PGN.1,743263105,PROGRESS ENERGY INC,0,0001094093
002785,31/1/05,02,HPPS,42221N104,HEALTHY PLANET PRODUCTS INC,0,0000768260
002787,31/1/05,01,CRS,144285103,CARPENTER TECHNOLOGY CORP,0,0000017843
002797,31/1/05,02,CARWB,146285200,CARTER-WALLACE INC,0,0000018000
002800,31/1/05,01,CAVR.1,146881206,CARVER CORP/WA,0,
002802,31/1/05,01,CASC.2,147195101,CASCADE CORP,0,0000018061
002803,31/1/05,01,CGC.2,147339105,CASCADE NATURAL GAS CORP,0,0000018072
002807,31/1/05,01,CASY,147528103,CASEYS GENERAL STORES INC,0,0000726958
002811,31/1/05,01,CASLQ,148411101,CASTLE (A M) & CO,0,0000018172
002817,31/1/05,01,CAT,149123101,CATERPILLAR INC,0,0000018230
002818,31/1/05,01,CATO,149205106,CATO CORP  -CL A,0,0000018255
002820,31/1/05,02,CVCO,149568107,CAVCO INDUSTRIES INC,0,0000278166
002829,31/1/05,01,RFIL,749552105,R F INDUSTRIES LTD,0,0000740664
002831,31/1/05,01,ABAT.1,00752H102,ADVANCED BATTERY TECH INC,0,0000745651
002832,31/1/05,01,CELP.1,151164100,CELLULAR PRODUCTS,0,0000718585
002833,31/1/05,01,TMJG,87509P107,INFOPAGE INC,0,0000716944
002841,31/1/05,01,4367B,151359106,CENTENNIAL PETROLEUM INC,0,0000318485
002845,31/1/05,01,CTX.2,152312104,CENTEX CORP,0,0000018532
002849,31/1/05,01,CBSS,20449H109,BBVA COMPASS BANCSHARES INC,0,0001409775
002852,31/1/05,01,CTNR,15459P108,CENTRAL NATURAL RES INC,0,0000018605
002856,31/1/05,01,CHG.2,12541M102,CH ENERGY GROUP INC,0,0001061393
002857,31/1/05,02,CERLP,153645205,CENTRAL ILLINOIS LIGHT CO,1,0000018651
002859,31/1/05,01,CNL.1,12561W105,CLECO CORP,0,0001089819
002865,31/1/05,01,CSTW,155411101,CENTRAL STEEL & WIRE CO,0,0000018783
002870,31/1/05,01,CV.1,155771108,CENTRAL VERMONT PUB SERV,0,0000018808
002883,31/1/05,01,CRLTS,156671109,CENTURY REALTY TRUST,0,0000018914
002884,31/1/05,01,LUMN,550241103,LUMEN TECHNOLOGIES INC,0,0000018926
002886,31/1/05,01,KRT.2,50075Q107,KRAMONT REALTY TRUST,0,0001111205
002888,31/1/05,01,CRDN,156710105,CERADYNE INC,0,0000018937
002889,31/1/05,01,CERB,156713109,CERBCO INC  -CL A,0,0000826821
002890,31/1/05,01,CRMK,156778102,CERMETEK MICROELECTRNICS INC,0,0000729197
002897,31/1/05,01,CYDI,23254K100,CYBRDI INC,0,0000019002
002903,31/1/05,01,CHADQ,157228107,CHAD THERAPEUTICS INC,0,0000713492
002908,31/1/05,01,TERA,88077T109,TERAFORCE TECHNOLOGY CORP,0,0000316672
002909,31/1/05,01,CHLN.1,157639105,CHALONE WINE GROUP LTD,0,0000742685
002916,31/1/05,01,CJHBQ,158496109,CHAMPION ENTERPRISES INC,0,0000814068
002918,31/1/05,01,CREB,158609107,CHAMPION PARTS INC,0,0000019161
002922,31/1/05,01,CHLR,158828103,CHANCELLOR CORP,0,0000724051
002928,31/1/05,01,CHTL.1,159300201,CHANTAL PHARMACEUTICAL CORP,0,0000721408
002929,31/1/05,01,CHAR.1,159420306,CHAPARRAL RESOURCES INC,0,0000019252
002938,31/1/05,01,CHRS.1,161133103,CHARMING SHOPPES INC,0,0000019353
002940,31/1/05,03,MGLN,559079207,MAGELLAN HEALTH INC,0,0000019411
002942,31/1/05,01,CMD,138098108,CANTEL MEDICAL CORP,0,0000019446
002946,31/1/05,01,CHTM,161879200,CHATHAM CORP-DE,0,
002950,31/1/05,01,CHTT,162456107,CHATTEM INC,0,0000019520
002951,31/1/05,01,DLPX,24712X106,DELPHAX TECHNOLOGIES INC,0,0000350692
002953,31/1/05,01,CKP,162825103,CHECKPOINT SYSTEMS INC,0,0000215419
002955,31/1/05,01,3CHEF,163082605,CHEFS INTERNATIONAL INC,0,0000201424
002960,31/1/05,01,CHE,16359R103,CHEMED CORP,0,0000019584
002962,31/1/05,01,CFXT,163611304,CHEMFIX TECHNOLOGIES INC,0,
002968,31/1/05,01,JPM,46625H100,JPMORGAN CHASE & CO,0,0000019617
002982,31/1/05,01,CSKEQ,165159104,CHESAPEAKE CORP,0,0000019731
002985,31/1/05,01,CPVI,165222100,CHESAPEAKE INVESTORS INC,0,0000063848
002986,31/1/05,01,CPK,165303108,CHESAPEAKE UTILITIES CORP,0,0000019745
002990,31/1/05,01,IMNN,15117N701,IMUNON INC,0,0000749647
002991,31/1/05,01,CVX,166764100,CHEVRON CORP,0,0000093410
002992,31/1/05,01,3CHYN,166873109,CHEYENNE RESOURCES INC,0,0000313353
002999,31/1/05,01,CVR,168088102,CHICAGO RIVET & MACHINE CO,0,0000019871
003002,31/1/05,01,CFCM,168628105,CHIEF CONSOLIDATED MINING CO,0,0000019913
003007,31/1/05,01,EAT,109641100,BRINKER INTL INC,0,0000703351
003011,31/1/05,01,CHIR.1,170040109,CHIRON CORP,0,0000706539
003024,31/1/05,01,CB.1,171232101,CHUBB CORP,0,0000020171
003026,31/1/05,01,CHD,171340102,CHURCH & DWIGHT INC,0,0000313927
003028,31/1/05,01,CHDN,171484108,CHURCHILL DOWNS INC,0,0000020212
003031,31/1/05,01,CHYR,171607104,CHYRONHEGO CORP,0,0000020232
003036,31/1/05,01,CBB,171871502,CINCINNATI BELL INC,0,0000716133
003040,31/1/05,01,CNMW,172167108,CINCINNATI MICROWAVE INC,0,0000729583
003041,31/1/05,01,MZIAQ,598709301,MILACRON INC,0,0000716823
003048,31/1/05,01,CPCI,172529109,CIPRICO INC,0,0000720145
003049,31/1/05,01,CKDN,172531105,CIRCADIAN INC,0,0000738014
003054,31/1/05,01,CCTYQ,172737108,CIRCUIT CITY STORES INC,0,0000104599
003055,31/1/05,01,CRLI,172743205,CIRCUIT RESEARCH LABS INC,0,0000725897
003057,31/1/05,01,3CIRIE,172752107,CIRO INC,0,0000726602
003062,31/1/05,01,CTAS,172908105,CINTAS CORP,0,0000723254
003063,31/1/05,01,MBG.2,562567107,MANDALAY RESORT GROUP,0,0000725549
003071,31/1/05,01,CRBC,174420307,CITIZENS REPUBLIC BANCORP,0,0000351077
003082,31/1/05,01,CYN.1,178566105,CITY NATIONAL CORP,0,0000201461
003087,31/1/05,01,CLE,179584107,CLAIRES STORES INC,0,0000034115
003093,31/1/05,01,CLC,179895107,CLARCOR INC,0,0000020740
003099,31/1/05,01,3CLRY,182720102,CLARY CORP,0,0000020819
003105,31/1/05,01,CCU.1,184502102,IHEARTMEDIA INC,0,0001400891
003107,31/1/05,01,CLF,185899101,CLEVELAND-CLIFFS INC,0,0000764065
003116,31/1/05,01,CLDA,18725U109,CLINICAL DATA INC,0,0000716646
003121,31/1/05,01,CLX,189054109,CLOROX CO/DE,0,0000021076
003126,31/1/05,01,COHM,016437105,ALL AMERICAN GROUP INC,0,0000021212
003129,31/1/05,01,CRV,190345108,COAST DISTRIBUTION SYSTEMS,0,0000728303
003132,31/1/05,01,CLFL,190580308,COASTLAND CORP OF FLORIDA,0,0000310285
003133,31/1/05,01,RAGQE,190637108,COATED SALES INC,0,0000729602
003134,31/1/05,01,FMYR,30705R303,FAMILY ROOM ENTMT CORP,0,0000049444
003138,31/1/05,01,COKE,191098102,COCA COLA CONSOLIDATED INC,0,0000317540
003144,31/1/05,01,KO,191216100,COCA-COLA CO,0,0000021344
003153,31/1/05,01,CDE,192108504,COEUR MINING INC,0,0000215466
003156,31/1/05,01,THNKQ,88409U105,THINKENGINE NETWORKS INC,0,0000021438
003157,31/1/05,01,COHR.1,192479103,COHERENT INC,0,0000021510
003158,31/1/05,01,COHU,192576106,COHU INC,0,0000021535
003165,31/1/05,01,RNGR.1,752907105,RANGER INDUSTRIES INC,0,0000021610
003170,31/1/05,01,CL,194162103,COLGATE-PALMOLIVE CO,0,0000021665
003171,31/1/05,01,OSCIQ,68812R303,OSCIENT PHARMACEUTICALS CORP,0,0000356830
003178,31/1/05,01,CNSI.1,194858205,COLLINS INDUSTRIES INC,0,0000021759
003184,31/1/05,01,CCOM,12504V107,CCOM GROUP INC,0,0000021828
003187,31/1/05,01,CMGC,195796107,COLONIAL MIRROR & GLASS CORP,0,0000021863
003203,31/1/05,01,CCF,16150R104,CHASE CORP,0,0000830524
003213,31/1/05,01,PHKW,739321107,POWERHOUSE RESOURCES INC,0,0000732700
003214,31/1/05,01,5196B,199782103,COM TEL INC,0,0000022244
003218,31/1/05,01,CMRO,200080109,COMARCO INC,0,0000022252
003220,31/1/05,02,MCCI,57059N109,MARKETING CONCEPTS INTERNATI,0,0001096936
003221,31/1/05,01,AON,G0403H108,AON PLC,0,0000315293
003226,31/1/05,01,CMCSA,20030N101,COMCAST CORP,0,0001166691
003229,31/1/05,01,CMDZQ,200332401,COMDIAL CORP,0,0000230131
003230,31/1/05,03,CDCO,200334100,COMDISCO HOLDING CO INC,0,0001179484
003231,31/1/05,01,CMA,200340107,COMERICA INC,0,0000028412
003238,31/1/05,01,CBSH,200525103,COMMERCE BANCSHARES INC,0,0000022356
003240,31/1/05,01,CGCO,200654101,COMMERCE GROUP CORP,0,0000109757
003243,31/1/05,01,C,172967424,CITIGROUP INC,0,0000831001
003246,31/1/05,01,CMC,201723103,COMMERCIAL METALS,0,0000022444
003263,31/1/05,02,CWLO,203201405,COMMONWEALTH OIL REFIN,0,0000022646
003265,31/1/05,01,CTCO.,203349105,COMMONWLTH TELE ENTER,0,0000310433
003270,31/1/05,01,CTIG,126431105,CTI GROUP HOLDINGS INC,0,0000355627
003275,31/1/05,01,JCS,203900204,COMMUNICATIONS SYSTEMS INC,0,
003278,31/1/05,01,CAR,053774105,AVIS BUDGET GROUP INC,0,0000723612
003288,31/1/05,01,CHCR,204620207,COMPREHENSIVE CARE CORP,0,0000022872
003296,31/1/05,01,3CCUP,204784201,COMPUCORP,0,0000022910
003297,31/1/05,01,CDCY,204795306,COMPUDYNE CORP,0,0000022912
003304,31/1/05,01,CCMM,204885107,COMPUTER COMMUNICATIONS INC,0,
003310,31/1/05,01,CA.1,12673P105,CA INC,0,0000356028
003311,31/1/05,01,PURW,74622C106,PURE WORLD INC,0,0000356446
003317,31/1/05,01,3CTDVE,205041205,COMPUTER DEVICES INC  -CL B,0,0000311507
003318,31/1/05,01,CODI.,205046105,COMPUTER DIALYSIS SYSTEMS,0,
003333,31/1/05,01,ATSN,043127109,ARTESYN TECHNOLOGIES INC,0,0000023071
003336,31/1/05,01,DXC,23355L106,DXC TECHNOLOGY CO,0,0001688568
003342,31/1/05,01,CTG,205477102,COMPUTER TASK GROUP INC,0,0000023111
003345,31/1/05,01,MPEH,553211103,MPEL HOLDINGS CORP,0,0001048644
003349,31/1/05,01,3TOURE,89155B101,TOUR CFG INC,0,0000730626
003358,31/1/05,02,CMTL,205826209,COMTECH TELECOMMUN,0,0000023197
003362,31/1/05,01,CAG,205887102,CONAGRA BRANDS INC,0,0000023217
003365,31/1/05,01,CHZS,205908304,COMPUTER HORIZONS CORP,0,0000023019
003367,31/1/05,01,CMTX,205914203,COMTEX NEWS NETWORK INC,0,0000352988
003369,31/1/05,01,RAVE,754198109,RAVE RESTAURANT GROUP INC,0,0000718332
003370,31/1/05,01,COMX,205920200,COMTREX SYSTEMS CORP,0,0000769525
003376,31/1/05,02,CTCI,126426402,CT COMMUNICATIONS INC,0,0000023259
003394,31/1/05,01,CTWS,207797101,CONNECTICUT WATER SVC INC,0,0000276209
003399,31/1/05,01,CNLG,208254862,CONOLOG CORP,0,0000023503
003407,31/1/05,02,TARRQ,876287103,TARRAGON CORP,0,0001038217
003410,31/1/05,02,TCI,893617209,TRANSCONTINENTAL RLTY INVS,0,0000733590
003413,31/1/05,01,ED,209115104,CONSOLIDATED EDISON INC,0,0001047862
003416,31/1/05,01,CNW,205944101,CON-WAY INC,0,0000023675
003424,31/1/05,01,BH,08986R309,BIGLARI HOLDINGS INC,0,0001726173
003429,31/1/05,01,CTO,22948Q101,CTO REALTY GROWTH INC,0,0000023795
003432,31/1/05,01,CNSRQ,210445102,CONSUL RESTAURANT CORP,0,0000313632
003439,31/1/05,01,CMS,125896100,CMS ENERGY CORP,0,0000811156
003461,31/1/05,01,KUAL,501157101,KUALA HEALTHCARE INC,0,0000354761
003465,31/1/05,01,CUO,211615307,RIVERBEND INDUSTRIES,0,0000024104
003480,31/1/05,01,CEN.2,156779100,CERIDIAN CORP,0,0001124887
003497,31/1/05,01,CBE,G24140108,COOPER INDUSTRIES PLC,0,0001141982
003502,31/1/05,01,CTB,216831107,COOPER TIRE & RUBBER CO,0,0000024491
003504,31/1/05,01,COO,216648501,COOPER COS INC (THE),0,0000711404
003505,31/1/05,01,TAP,60871R209,MOLSON COORS BEVERAGE CO,0,0000024545
003515,31/1/05,01,ICMC.1,45899A932,INTELLIGENT COMM ENTR -OLD,0,
003516,31/1/05,01C,CSW.A,218349108,CORBY SPIRIT AND WINE LTD,0,
003532,31/1/05,01,GLW,219350105,CORNING INC,0,0000024741
003533,31/1/05,01,CNIG,219387107,CORNING NATURAL GAS HLDG CP,0,0001582244
003537,31/1/05,01,CODS,219884103,CORPORATE DATA SCIENCES INC,0,0000726911
003538,31/1/05,01C,CBY.,134920107,CANADA BREAD CO LTD,0,
003540,31/1/05,02,3CELCE,125156208,CEL COMMUNICATIONS,0,0000355271
003543,31/1/05,01,CRVSQ,221016108,CORVUS SYSTEMS INC,0,0000354771
003547,31/1/05,01,CSMO,221295207,COSMO COMMUNICATIONS CORP,0,0000718096
003555,31/1/05,01,CFC.3,222372104,COUNTRYWIDE FINANCIAL CORP,0,0000025191
003556,31/1/05,01,CRRC,222660102,COURIER CORP,0,0000025212
003562,31/1/05,01,CUZ,222795502,COUSINS PROPERTIES INC,0,0000025232
003570,31/1/05,01,CBRL,22410J106,CRACKER BARREL OLD CTRY STOR,0,0001067294
003580,31/1/05,01,CR,224408104,CRANE CO,0,0001944013
003581,31/1/05,01,CRD.B,224633107,CRAWFORD & CO,0,0000025475
003584,31/1/05,02,APYI,04538V203,ASPYRA INC,0,0000712815
003594,31/1/05,01,CRED.1,225439207,CREDO PETROLEUM CORP,0,0000277924
003600,31/1/05,01,3CBAG,226120103,CRESTED CORP,0,0000025657
003601,31/1/05,01,CRST,226125102,CRESTEK INC,0,0000025652
003607,31/1/05,01,CEMJQ,163893100,CHEMTURA CORP,0,0001091862
003612,31/1/05,01,ATX,22149T102,COSTA INC   -CL A,0,0000025793
003615,31/1/05,01,CWYM,228093100,CROWLEY MILNER & CO,0,0000025871
003619,31/1/05,01,CCK,228368106,CROWN HOLDINGS INC,0,0001219601
003622,31/1/05,01,CRWS,228309100,CROWN CRAFTS INC,0,0000025895
003625,31/1/05,02,3CRCE,228569208,CROWN RESOURCES CORP,0,0000841555
003634,31/1/05,01,3CRYD,229017108,CRYODYNAMICS INC,0,0000740811
003639,31/1/05,01,CUB.1,229669106,CUBIC CORP,0,0000026076
003640,31/1/05,01,EESO,294113105,CUCOS INC,0,0000731724
003643,31/1/05,01,CFR,229899109,CULLEN/FROST BANKERS INC,0,0000039263
003647,31/1/05,01,CULP,230215105,CULP INC,0,0000723603
003650,31/1/05,01,CMI,231021106,CUMMINS INC,0,0000026172
003662,31/1/05,01,CW,231561101,CURTISS-WRIGHT CORP,0,0000026324
003665,31/1/05,01,CRCT.,225863109,CRESCOTT INC,0,0000715795
003668,31/1/05,01,DTGP,256647108,XO LOGIC INC,0,0000026379
003691,31/1/05,01,GTBP,36254L308,GT BIOPHARMA INC,0,0000109657
003696,31/1/05,01,DKII.1,233213107,DK INVESTORS INC,7,
003707,31/1/05,01,DST,233326107,DST SYSTEMS INC,0,0000714603
003708,31/1/05,01,TRY,895927101,WENDY'S CO,0,0000030697
003709,31/1/05,01,DWIC,233356104,DWI CORP,0,0000709599
003713,31/1/05,02,3DMCSQ,233860303,DAIRY MART CONVENIENCE STRS,0,0000721675
003734,31/1/05,01,DCNAQ,235811106,DANA INC,0,0000026780
003735,31/1/05,01,DHR,235851102,DANAHER CORP,0,0000313616
003751,31/1/05,02,CGMS.1,20452M300,DASH INDUSTRIES INC,0,0000027153
003756,31/1/05,01,SMTI.1,832688204,SMTEK INTERNATIONAL INC,0,0000026987
003761,31/1/05,01,DAIO,237690102,DATA I/O CORP,0,0000351998
003762,31/1/05,01,USTG,912913308,UNITED SYSTEMS TECHNOLOGY,0,0000350194
003773,31/1/05,01,DKEY,237909106,DATAKEY INC,0,0000704914
003776,31/1/05,01,MDEA,58440W105,MEDIA 100 INC,0,0000713138
003779,31/1/05,01,DMAR.1,238045108,DATAMARINE INTL INC,0,0000027075
003781,31/1/05,01,DMCP,238085302,DATAMETRICS CORP,0,0000027082
003782,31/1/05,03,CTLE.,149479107,CATTLESALE CO,0,0000205239
003785,31/1/05,01,DRAM.1,23899E931,DATARAM CORP - OLD,0,
003786,31/1/05,01,DSCP,238113104,DATASCOPE CORP,0,0000027096
003790,31/1/05,01,WGIH,929270106,DATATRAK INC,0,0000718025
003793,31/1/05,01,STIZ,808799209,SCIENTIFIC TECHNOLOGIES INC,0,0000708250
003806,31/1/05,01,DWSN,239360100,DAWSON GEOPHYSICAL CO,0,0000799165
003807,31/1/05,01,DXR,239467103,DAXOR CORP,0,0000027367
003811,31/1/05,01,TZPC,88343P402,THERMAFREEZE PRODUCTS CORP,0,0000027399
003813,31/1/05,01,TGT,87612E106,TARGET CORP,0,0000027419
003814,31/1/05,01,DPL,233293109,DPL INC,0,0000787250
003820,31/1/05,01,VIEWF,G9363W104,VIEWTRAN GROUP INC,0,0001519380
003824,31/1/05,01,DEBS,242728103,DEB SHOPS INC,0,0000715779
003833,31/1/05,01,DINIQ,243631207,DECORATOR INDUSTRIES INC,0,0000027613
003835,31/1/05,01,DE,244199105,DEERE & CO,0,0000315189
003839,31/1/05,01,DGTC,23328R206,DGT HOLDINGS CORP,0,0000027748
003840,31/1/05,01,DLI,245091103,DEL LABORATORIES INC,0,0000027751
003842,31/1/05,01,DVLN,233347202,DVL INC,0,0000215639
003851,31/1/05,01,DALRQ,247361108,DELTA AIR LINES INC,0,0000027904
003855,31/1/05,01,DGAS,247748106,DELTA NATURAL GAS CO INC,0,0000277375
003862,31/1/05,01,AMCVQ,024928103,AMERICAN CLASSIC VOYAGES CO,0,0000315136
003863,31/1/05,01,DLX,248019101,DELUXE CORP,0,0000027996
003872,31/1/05,01,HTEC.1,449020205,HYDRON TECHNOLOGIES INC,0,0000028146
003877,31/1/05,01,4089B,249483108,DENVER WESTERN PETROLEUM CP,0,
003895,31/1/05,01,DTRX,250685104,DETREX CORP,0,0000028372
003897,31/1/05,01,DTE,233331107,DTE ENERGY CO,0,0000936340
003905,31/1/05,01,ATGE,00737L103,ADTALEM GLOBAL EDUCATION INC,0,0000730464
003908,31/1/05,01,DEWY,252063102,DEWEY ELECTRONICS CORP,0,0000028561
003910,31/1/05,01,DEXO.1,252147103,DEXON INC,0,0000028579
003915,31/1/05,01,BIOQ,09065J101,BIOQUAL INC,0,0000719711
003916,31/1/05,01,LCBM,532187101,LIFECORE BIOMEDICAL INC,0,0000028626
003917,31/1/05,01,DP,252450101,DIAGNOSTIC PRODUCTS CORP,0,0000702259
003918,31/1/05,03,DRS.1,23330X100,DRS TECHNOLOGIES INC,0,
003932,31/1/05,01,3DMND.1,252780200,DIAMOND WEST ENERGY CORP,0,0000319282
003933,31/1/05,01,QTRAQ,748337102,QUENTRA NETWORKS INC,0,0000057201
003934,31/1/05,01,DIAC,252831102,DIAPULSE CORP OF AMERICA,0,0000028742
003937,31/1/05,01,PYXSQ,74737V106,PYXUS INTERNATIONAL INC,0,0000939930
003946,31/1/05,01,DBDQQ,253651103,DIEBOLD NIXDORF INC,0,0000028823
003949,31/1/05,02,VTS.,92343P107,VERITAS DGC INC,0,0000028866
003957,31/1/05,01,3DIPCE,253867303,DIGITAL PRODUCTS CORP,0,0000028895
003959,31/1/05,01,DGTC.,253879100,DIGITECH INC,0,0000723577
003962,31/1/05,02,NSYS,656553104,NORTECH SYSTEMS INC,0,0000722313
003964,31/1/05,01,DDS,254067101,DILLARDS INC  -CL A,0,0000028917
003969,31/1/05,01,DIOD,254543101,DIODES INC,0,0000029002
003971,31/1/05,01,DNEX,254546104,DIONEX CORP,0,0000708850
003972,31/1/05,01,DION,254547102,DIONICS INC,0,0000029006
003978,31/1/05,01,3DSCY,254674203,DISCOVERY OIL LTD,0,0000029071
003980,31/1/05,01,DIS,254687106,DISNEY (WALT) CO,0,0001744489
003983,31/1/05,01,DDVS,254745300,DISTINCTIVE DEVICES INC,0,0000059963
004001,31/1/05,01,DXYN,255519100,DIXIE GROUP INC,0,0000029332
004005,31/1/05,01,DXT,255860108,DIXON TICONDEROGA CO,0,0000014995
004015,31/1/05,01,3DLRI,256590100,DOL RESOURCES INC,0,
004016,31/1/05,01,DG.1,256669102,DOLLAR GENERAL CORP,0,0000029534
004017,31/1/05,01C,DFS.1,256900705,DOFASCO INC,0,0000885425
004019,31/1/05,03C,WEF.,958211708,WESTERN FOREST PRODUCTS INC,0,0001299951
004029,31/1/05,01,D,25746U109,DOMINION ENERGY INC,0,0000715957
004034,31/1/05,01,DTC.,257561100,DOMTAR INC,0,0000819817
004036,31/1/05,01,DCI,257651109,DONALDSON CO INC,0,0000029644
004040,31/1/05,01,RRD,257867200,DONNELLEY (R R) & SONS CO,0,0000029669
004045,31/1/05,01,DMLP,25820R105,DORCHESTER MINERALS  -LP,0,0001172358
004049,31/1/05,02,CNSTQ.,21036U107,CONSTAR INTERNATIONAL INC,0,0000029806
004051,31/1/05,01,WNEA,973146103,WIND ENERGY AMERICA INC,0,0000351809
004052,31/1/05,01,ESCRQ,296064108,ESCALERA RESOURCES CO,0,0000029834
004058,31/1/05,01,DOV,260003108,DOVER CORP,0,0000029905
004059,31/1/05,01C,DVI.Z,260147103,DOVER INDUSTRIES LTD,0,
004060,31/1/05,01,DD,26614N102,DUPONT DE NEMOURS INC,0,0001666700
004062,31/1/05,01,DJ,260561105,DOW JONES & CO INC,0,0000029924
004065,31/1/05,01,DWNFQ,261018105,DOWNEY FINANCIAL CORP,0,0000935063
004066,31/1/05,01,OMC,681919106,OMNICOM GROUP INC,0,0000029989
004072,31/1/05,01,ASNAQ,04351G200,ASCENA RETAIL GROUP INC,0,0001498301
004077,31/1/05,01,LCRD,51807U101,LASERCARD CORP,0,0000030140
004078,31/1/05,01,DRYR,261877104,DREYER'S GRAND ICE CRM HLDGS,0,0001189712
004083,31/1/05,01,DRHA,262093206,DRIVER-HARRIS CO,0,0000030197
004087,31/1/05,01,DD.2,263534109,DU PONT (E I) DE NEMOURS,0,0000030554
004090,31/1/05,01,ALCSQ,001600105,ALCO STORES INC,0,0000030302
004091,31/1/05,01,DCO,264147109,DUCOMMUN INC,0,0000030305
004093,31/1/05,01,DUK,26441C204,DUKE ENERGY CORP,0,0001326160
004094,31/1/05,01,DNB.1,26483E100,DUN & BRADSTREET HOLDNGS INC,0,0001799208
004097,31/1/05,01,DUNE.,265440107,DUNES HOTELS & CASINOS INC,0,0000024004
004103,31/1/05,01,DQE,266233105,DUQUESNE LIGHT HOLDINGS INC,0,0000846930
004108,31/1/05,01,FLS,34354P105,FLOWSERVE CORP,0,0000030625
004115,31/1/05,01,DY,267475101,DYCOM INDUSTRIES INC,0,0000067215
004123,31/1/05,02,DYNX.1,267907509,DYNATEC INTERNATIONAL INC,0,0000752208
004124,31/1/05,01,DYNT,268157500,DYNATRONICS CORP,0,0000720875
004127,31/1/05,01,DRCO.,268057106,DYNAMICS RESEARCH CORP,0,0000030822
004128,31/1/05,01,COBR,191042100,COBRA ELECTRONICS CORP,0,0000030828
004130,31/1/05,01,DYSL,268102209,DYNASIL CORP OF AMERICA,0,0000030831
004138,31/1/05,01,EACI,268226107,EAC INDUSTRIES,0,0000030892
004140,31/1/05,01,ECIL,268258100,ECI TELECOMMUNICATIONS  -ORD,0,0000701544
004145,31/1/05,01,RVTY,714046109,REVVITY INC,0,0000031791
004149,31/1/05,01,MTWD.1,59299Q934,METWOOD INC-OLD,0,
004156,31/1/05,01,STS,868607102,SUPREME INDUSTRIES INC,0,0000350846
004162,31/1/05,03,EZEM,269305405,E-Z-EM INC,0,0000727008
004166,31/1/05,01,PRMD,74167A101,PRIMEMD INC,0,0000030906
